"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AT5G18130",2.81669831059485e-59,0.486597565557059,0.501,0.047,5.786343339455e-55
"AT3G17100",2.93486143465834e-59,0.48534169863235,0.475,0.034,6.02908584521862e-55
"AT4G19860",2.95239244372756e-59,0.339631692151936,0.495,0.042,6.06509979714952e-55
"AT2G17340",2.99754759768993e-59,0.80680789755028,0.435,0.015,6.15786202993443e-55
"AT4G08920",3.11042666469011e-59,0.532215075706404,0.449,0.021,6.3897494972729e-55
"AT5G54390",3.23337430573424e-59,-0.650521071059902,0.6,0.091,6.64232083626984e-55
"AT1G09150",3.46481748717753e-59,0.888684113315153,0.438,0.017,7.1177745639088e-55
"AT1G75440",3.72616646915129e-59,0.323832261186807,0.444,0.019,7.6546637775775e-55
"AT5G62540",3.79386254011782e-59,0.625573488408135,0.471,0.032,7.79373181616403e-55
"AT5G18170",3.88017594767291e-59,1.81755312999131,0.434,0.015,7.97104544930445e-55
"AT3G47450",3.93308994323033e-59,1.25931551775192,0.434,0.015,8.07974667037808e-55
"AT3G62970",3.93975447568678e-59,0.780264123918183,0.434,0.015,8.09343761940335e-55
"AT2G28950",4.6617839825952e-59,2.78385087651442,0.42,0.008,9.57670283544531e-55
"AT1G70370",5.34934265713025e-59,6.48334593733154,0.404,0.002,1.09891546205427e-54
"AT3G16950",5.46629210827257e-59,2.3842497682771,0.415,0.006,1.12294038780243e-54
"AT4G38280",5.8383930819139e-59,0.625905749967802,0.438,0.017,1.19938109081757e-54
"AT1G54830",5.99315664335099e-59,0.513217027552868,0.45,0.023,1.23117416924359e-54
"AT2G30060",6.80148352316789e-59,0.465018861525294,0.47,0.032,1.39722876016438e-54
"AT1G06110",7.86387739072183e-59,1.16527019575988,0.436,0.017,1.61547633237599e-54
"AT2G39350",7.86684213344851e-59,-7.05790726235857,0.031,0.256,1.61608537947433e-54
"AT5G57890",9.23401190080373e-59,1.3667945046142,0.423,0.011,1.89694306478211e-54
"AT3G02910",9.2664607352866e-59,-0.765539041627919,0.598,0.091,1.90360902884993e-54
"AT3G18420",9.2813107894343e-59,1.41492878441964,0.423,0.011,1.90665967547349e-54
"AT1G45145",1.0711675846429e-58,-2.48479507491778,0.85,0.757,2.20049956913191e-54
"AT1G10310",1.13458277305584e-58,0.900180376558781,0.439,0.019,2.33077339068861e-54
"AT3G18940",1.24999350801075e-58,1.97783286982708,0.413,0.006,2.56786166350649e-54
"AT1G78140",1.29575513248251e-58,0.250457178037944,0.46,0.027,2.66186976865883e-54
"AT1G17650",1.3220561151895e-58,0.453612400508827,0.436,0.017,2.71589987743379e-54
"AT1G54250",1.36701142225784e-58,1.76332105706877,0.418,0.008,2.80825156474428e-54
"AT3G03150",1.51321296336202e-58,0.63197185204978,0.982,0.309,3.10859339063461e-54
"AT4G26530",1.57382274186589e-58,0.877633425969849,0.782,0.203,3.23310405861509e-54
"AT2G33390",1.61592983095414e-58,-0.34966811519441,0.549,0.07,3.31960465172909e-54
"AT1G29260",1.61804683354636e-58,1.47906158195303,0.429,0.015,3.32395361015429e-54
"AT1G15980",1.74133597170271e-58,-0.300066216851905,0.487,0.04,3.57722648666888e-54
"AT3G13845",1.803675999331e-58,1.01110896842868,0.426,0.013,3.70529160542568e-54
"AT5G46250",1.83605717807608e-58,-0.886317134052796,0.715,0.144,3.77181226092169e-54
"AT2G47890",1.84681653254531e-58,-0.498014284734806,0.554,0.072,3.79391520280784e-54
"AT1G05205",1.90846013738602e-58,2.00974673247179,0.426,0.013,3.92054966023209e-54
"AT2G35320",2.15782299717071e-58,2.62766454303349,0.403,0.002,4.43281578308779e-54
"AT4G16860",2.20330467384113e-58,0.698026912173775,0.463,0.03,4.52624879147183e-54
"AT2G37250",2.40823873351093e-58,1.09244633967823,0.449,0.023,4.9472448302515e-54
"AT3G47000",2.47271931424927e-58,1.764556372987,0.416,0.008,5.07970728726227e-54
"AT5G61500",2.48313754600685e-58,-0.325171562725477,0.518,0.055,5.10110946076187e-54
"AT1G26740",2.62755930151057e-58,1.11756475853557,0.43,0.015,5.39779507309316e-54
"AT1G55160",2.76067817812387e-58,0.873184781023244,0.443,0.021,5.67126118131987e-54
"AT1G27330",2.9877425306923e-58,-0.929402723901536,0.605,0.095,6.13771948080119e-54
"AT4G24972",3.10257951602981e-58,0.869345784553876,0.47,0.034,6.37362909978003e-54
"AT4G04470",3.21273380645238e-58,0.558445942782662,0.46,0.03,6.59991905859513e-54
"AT1G24170",3.26898476614027e-58,-0.261770694266237,0.544,0.068,6.71547540508195e-54
"AT1G69935",4.17317461780658e-58,2.88798869405223,0.415,0.008,8.57295261736006e-54
"AT1G32920",4.20866909393246e-58,0.799305303100766,0.995,0.615,8.64586891966545e-54
"AT5G41340",4.26826262418693e-58,1.75543690000268,0.423,0.013,8.76829190886722e-54
"AT3G10260",4.54815115231895e-58,-0.693202605515511,0.629,0.108,9.34326691220882e-54
"AT3G07470",5.3700381368454e-58,-0.659854085663542,0.817,0.19,1.10316693445215e-53
"AT5G60160",5.42481987021794e-58,0.847865959213112,0.431,0.017,1.11442074593887e-53
"AT5G66880",5.44596092643558e-58,1.85080880910138,0.424,0.013,1.11876375311766e-53
"AT4G25620",5.58340733537655e-58,1.47630713046277,0.414,0.008,1.14699936890641e-53
"AT3G08730",5.79922562393199e-58,0.452468823966353,0.465,0.032,1.19133491992435e-53
"AT2G30490",6.23083104658229e-58,-5.51470510230729,0.527,0.649,1.2799996218994e-53
"AT1G58080",6.45699639907948e-58,2.43438769202258,0.409,0.006,1.3264607702629e-53
"AT2G45860",6.65949794269845e-58,1.45913671888037,0.417,0.011,1.36806066236854e-53
"AT1G80920",6.93405710882e-58,-0.410616202338493,0.865,0.216,1.42446335186489e-53
"AT2G18400",8.42576955287024e-58,0.976629173726842,0.427,0.015,1.73090583924613e-53
"AT4G24990",8.77625136468013e-58,-0.664895359019146,0.621,0.104,1.80290531784624e-53
"AT4G10970",9.35859205261739e-58,1.25486560025159,0.434,0.019,1.92253556536919e-53
"AT4G20280",9.73446329743779e-58,1.86609730012795,0.413,0.008,1.99975079519265e-53
"AT5G15960",9.77808390595624e-58,2.13952044119836,0.508,0.059,2.00871177680059e-53
"AT3G50790",9.7832118472959e-58,2.11582947041961,0.404,0.004,2.00976520979e-53
"AT3G16570",9.83504510627155e-58,0.530592977678326,0.45,0.025,2.02041331618137e-53
"AT3G55030",1.01744483562846e-57,2.14359309015761,0.418,0.011,2.09013692583154e-53
"AT3G16720",1.09750570630456e-57,0.424376773890697,0.482,0.04,2.25460597246146e-53
"AT2G34090",1.11958648638541e-57,2.73132217694392,0.408,0.006,2.29996651898155e-53
"AT3G47520",1.2647930760522e-57,0.553493637164925,0.445,0.023,2.59826441613404e-53
"AT4G11980",1.26854396904191e-57,2.06452640259705,0.413,0.008,2.60596987560279e-53
"AT1G27000",1.34843768480921e-57,-0.357345357942746,0.491,0.044,2.77009553590356e-53
"AT1G01990",1.3530692593264e-57,3.57011329485415,0.408,0.006,2.77961017943423e-53
"AT1G14030",1.37197883372533e-57,3.44796835815534,0.401,0.004,2.81845611812194e-53
"AT2G44065",1.44354457399865e-57,2.51086292918111,0.416,0.011,2.96547361836542e-53
"AT3G04940",1.44794785130519e-57,1.13830619319863,0.417,0.011,2.97451927093625e-53
"ATCG01070",1.45493948168055e-57,-0.565468066316499,0.895,0.224,2.98888217721635e-53
"AT1G27210",1.46571442911969e-57,4.36331367850599,0.398,0.002,3.01101715174057e-53
"AT5G11060",1.62363718672827e-57,1.05059222616434,0.421,0.013,3.33543787269588e-53
"AT1G27970",1.64616840118283e-57,-1.03605451248263,0.643,0.114,3.38172374654989e-53
"AT3G54810",1.80167404517426e-57,-0.492582795282115,0.545,0.07,3.70117899100149e-53
"AT3G52930",1.85712693389025e-57,-0.63344451577914,0.927,0.239,3.81509586029073e-53
"AT1G21440",2.20441591257421e-57,1.70170934848872,0.411,0.008,4.52853160920121e-53
"AT2G47210",2.42108678083237e-57,0.971793896061322,0.437,0.021,4.97363857386394e-53
"AT4G34640",2.53544662841888e-57,0.708550484052359,0.439,0.021,5.20856800876092e-53
"AT3G50270",2.91265757682624e-57,2.55705834517818,0.401,0.004,5.98347246007415e-53
"AT2G27450",3.0419954935219e-57,2.53689603609688,0.409,0.008,6.24917134234203e-53
"AT2G30440",3.11613722187285e-57,-1.06745482555212,0.787,0.178,6.40148069489339e-53
"AT1G53780",3.21533444820361e-57,1.28089381798047,0.438,0.021,6.60526155694467e-53
"AT1G16916",3.31560073595109e-57,2.83812957157407,0.406,0.006,6.81123859186432e-53
"AT2G05840",3.43644211138164e-57,-0.398623267284463,0.512,0.055,7.0594830294113e-53
"AT5G22640",3.66627273133606e-57,1.26219663329236,0.438,0.021,7.53162407198367e-53
"AT4G04040",4.06546241522582e-57,0.527180427822026,0.447,0.025,8.35167943959839e-53
"AT1G79590",4.77048211902769e-57,0.743985642214123,0.455,0.03,9.80000141711859e-53
"AT3G15260",5.33758450043972e-57,1.01081691236909,0.423,0.015,1.09649998392533e-52
"AT5G56750",5.58756888649519e-57,-0.808589622568039,0.65,0.118,1.14785427635271e-52
"AT5G50960",5.88441437440862e-57,-1.00884322155665,0.592,0.093,1.20883524493476e-52
"AT4G21445",6.56110083184336e-57,2.70914049315481,0.399,0.004,1.34784694388558e-52
"AT5G63890",6.58906114224568e-57,1.24199756814415,0.416,0.013,1.35359083045153e-52
"AT3G51040",7.2436066924635e-57,1.95848553523762,0.421,0.015,1.48805412283278e-52
"AT1G51430",7.49580819422931e-57,3.02498220815008,0.394,0.002,1.53986387734053e-52
"AT1G07170",8.20048564584744e-57,0.917588751245668,0.441,0.023,1.68462576622644e-52
"AT4G33030",8.32782288472252e-57,1.4902527460993,0.418,0.013,1.71078465520855e-52
"AT5G49450",9.08483023516066e-57,-0.257972211346555,0.607,0.101,1.86629667520905e-52
"AT2G44310",1.06544015706381e-56,-0.297897632079649,0.491,0.047,2.18873371465618e-52
"ATCG00680",1.19355304195917e-56,-1.26768280018636,0.997,0.882,2.45191601409672e-52
"AT2G30020",1.2020478087852e-56,0.587297388322108,0.962,0.302,2.46936681358744e-52
"ATCG00130",1.20482288641255e-56,-1.20600728041953,0.997,0.932,2.4750676555573e-52
"AT3G57230",1.29023032961585e-56,0.560919973044865,0.435,0.021,2.65052016612983e-52
"AT1G56000",1.67316132196596e-56,0.968860369900236,0.411,0.011,3.43717530371468e-52
"AT5G05100",1.67581713484486e-56,-0.507940519246718,0.538,0.07,3.44263114011179e-52
"AT1G78620",1.78835036779975e-56,-0.823391221222896,0.621,0.108,3.67380816057103e-52
"AT5G06690",1.8968329730814e-56,0.852890743731676,0.416,0.013,3.89666397660111e-52
"AT1G53750",1.91901294800676e-56,-0.454951654452744,0.542,0.072,3.94222829909029e-52
"AT4G34410",1.97383713573799e-56,0.849318936694996,0.979,0.357,4.05485362794655e-52
"AT5G53300",2.04108657933989e-56,0.917681993959872,0.997,0.376,4.19300415993794e-52
"AT4G19120",2.05982507085355e-56,-0.464387666959479,0.596,0.097,4.23149864305446e-52
"AT1G49010",2.21353200764048e-56,4.00890730248019,0.392,0.002,4.54725880329584e-52
"AT1G49840",2.21353229312793e-56,3.27335960338516,0.392,0.002,4.54725938977271e-52
"AT4G35020",2.22945093937925e-56,2.15985357675054,0.401,0.006,4.5799610647668e-52
"AT5G47760",2.22945206922058e-56,1.59639974836475,0.401,0.006,4.57996338579985e-52
"AT1G74020",2.45020928185046e-56,-6.7059725167995,0.045,0.279,5.03346492770539e-52
"AT5G15350",2.54400439230796e-56,-1.07470590988255,0.618,0.106,5.22614822311823e-52
"AT1G80040",2.60534521646044e-56,-0.273414730617233,0.497,0.051,5.35216067817467e-52
"AT1G11210",2.69389734217448e-56,0.875118367554088,0.476,0.042,5.53407331002904e-52
"HINT 2",2.76333914447443e-56,1.39182397755799,0.418,0.015,5.67672760449383e-52
"AT5G53050",2.85740262312208e-56,-0.49433782945238,0.895,0.23,5.86996220867969e-52
"AT3G15290",2.92913471916975e-56,0.45287740597195,0.433,0.021,6.01732145359043e-52
"AT1G32050",3.16590089411722e-56,-1.07742630956268,0.717,0.15,6.50371020678501e-52
"AT2G25830",3.32739850583575e-56,1.06310841847695,0.414,0.013,6.83547475053837e-52
"AT1G49130",3.35798774669227e-56,2.05709671656227,0.4,0.006,6.89831422802994e-52
"AT3G60340",3.53373459550854e-56,-1.03816651209115,0.67,0.129,7.25935097955319e-52
"AT3G55020",3.71879329999191e-56,0.466434551267357,0.433,0.021,7.63951707617338e-52
"AT4G39990",4.22874684098288e-56,0.534262217219205,0.451,0.03,8.68711463543114e-52
"AT1G64950",4.64740978504503e-56,-4.36901194658645,0.59,0.664,9.54717392141801e-52
"AT4G23180",4.74052751882284e-56,-0.862231174729554,0.709,0.148,9.73846568191776e-52
"AT3G61860",5.3020061524524e-56,0.787645618075437,0.454,0.032,1.0891911238983e-51
"AT1G74670",5.37613469694167e-56,1.43591916433224,0.421,0.017,1.10441935079273e-51
"AT3G44020",5.58825908964761e-56,0.51263450994995,0.413,0.013,1.14799606478631e-51
"AT1G64190",5.68313138289793e-56,1.47387683598881,0.413,0.013,1.16748567998872e-51
"AT5G59840",8.54191689521921e-56,0.875185360554995,0.431,0.021,1.75476598778488e-51
"AT4G35600",9.01591956630072e-56,-0.495435187641998,0.594,0.097,1.85214035650516e-51
"AT1G73720",9.78649117876567e-56,1.20305725696209,0.403,0.008,2.01043888285383e-51
"AT1G71130",1.06808539707532e-55,0.776067543842616,0.416,0.015,2.19416783121183e-51
"AT1G06960",1.20651838666543e-55,2.41070524471013,0.406,0.011,2.47855072172679e-51
"AT4G25680",1.22035544417802e-55,0.408179137521588,0.434,0.023,2.5069761889749e-51
"AT3G26360",1.26513891657473e-55,0.551459838398986,0.425,0.019,2.59897487631946e-51
"AT4G34120",1.28012841722235e-55,-0.814825294203345,0.871,0.22,2.62976780749987e-51
"AT4G23850",1.34649732920248e-55,-0.695451359273359,0.668,0.131,2.76610946338066e-51
"AT5G65250",1.4045378040475e-55,1.03002855122853,0.416,0.015,2.88534201085478e-51
"AT1G29250",1.42215560263514e-55,1.37576138923854,0.42,0.017,2.92153425449337e-51
"AT4G18060",1.44735211462971e-55,1.57055743579097,0.406,0.011,2.97329544908382e-51
"AT3G18690",1.46067943543702e-55,-0.467459855637491,0.51,0.059,3.00067376421827e-51
"AT1G66200",1.65485302593706e-55,-0.673232605789745,0.557,0.08,3.3995645711825e-51
"AT4G30240",1.76081648590906e-55,-0.59180404225879,0.514,0.061,3.61724530700298e-51
"AT2G28370",1.87085702039491e-55,0.357609291534636,0.465,0.038,3.84330157699726e-51
"AT1G73820",2.00596062157085e-55,1.18349516856447,0.41,0.013,4.120844904893e-51
"AT2G35040",2.11734453107869e-55,1.20183546977932,0.423,0.019,4.34966087019496e-51
"AT3G57560",2.1593487770476e-55,0.515448729209952,0.419,0.017,4.43595019268889e-51
"AT5G58560",2.18140038451543e-55,-0.269342542328727,0.529,0.068,4.48125080991005e-51
"AT2G39920",2.19186071798044e-55,2.61635298505071,0.391,0.004,4.50273947294722e-51
"AT4G33350",2.20195863358457e-55,0.826168228325657,0.408,0.013,4.52348362097278e-51
"AT3G59950",2.39084557891494e-55,0.864815661928283,0.414,0.015,4.91151407276495e-51
"AT5G12310",2.39328865454484e-55,-0.322876225084711,0.5,0.055,4.91653288303146e-51
"AT1G79410",2.44793001802364e-55,-6.76102592105646,0.06,0.304,5.02878263602596e-51
"AT1G08780",2.46750762522372e-55,1.962100682937,0.405,0.011,5.06900091449708e-51
"AT1G28490",2.54360077872167e-55,0.823518670644425,0.428,0.021,5.22531907972793e-51
"AT2G39450",2.6820445033533e-55,1.32564688944191,0.419,0.017,5.50972402323868e-51
"AT5G38980",2.83943733007761e-55,-0.626164638643916,0.71,0.15,5.83305610717844e-51
"AT5G67070",2.85452931640017e-55,1.66850217387479,0.404,0.011,5.86405957468088e-51
"AT1G68140",2.89358548408059e-55,-0.259718978827302,0.46,0.036,5.94429265994675e-51
"AT5G51570",2.8982881524852e-55,0.277614092880228,0.468,0.04,5.95395335165034e-51
"AT1G53280",3.23185197882485e-55,-0.341174816693147,0.465,0.038,6.63919352009989e-51
"AT4G24370",3.44263935647409e-55,-1.12068417064022,0.735,0.161,7.07221403000471e-51
"AT3G63080",3.58907505226222e-55,-0.548821470657934,0.519,0.063,7.37303687986229e-51
"AT2G17320",3.75145585664316e-55,1.51084751788085,0.39,0.004,7.70661576630204e-51
"AT1G16700",3.84800214511112e-55,-0.3150982358093,0.51,0.059,7.90495080670177e-51
"AT5G20180",3.95253642406105e-55,1.09105910297209,0.413,0.015,8.11969557594862e-51
"AT3G57090",4.03446953409652e-55,-1.15167587472472,0.724,0.156,8.28801076389449e-51
"AT3G15790",4.11994111348161e-55,1.26583673164781,0.413,0.015,8.46359502942526e-51
"AT2G23310",4.20307537820457e-55,-0.877533351648598,0.705,0.148,8.63437774944565e-51
"AT4G31420",4.32494102701581e-55,0.631380031083453,0.418,0.017,8.88472635179859e-51
"AT1G20770",4.51944361037612e-55,0.374129294755996,0.431,0.023,9.28429300879566e-51
"AT5G18650",4.63666319043627e-55,0.839262806601686,0.429,0.023,9.52509719211323e-51
"AT3G02630",4.9144982185549e-55,0.915162363408884,0.422,0.019,1.00958536903773e-50
"AT2G43570",4.93066645084005e-55,-7.04329868120116,0.043,0.273,1.01290680899607e-50
"AT4G34730",5.03314984127427e-55,0.594154667918203,0.422,0.019,1.03395997189297e-50
"AT2G28605",5.56137061714578e-55,4.08516858127993,0.384,0.002,1.14247236588026e-50
"AT5G42520",5.65632426903015e-55,1.37063661088906,0.411,0.015,1.16197869458686e-50
"AT3G59780",5.95289410998395e-55,-0.384835906613354,0.454,0.034,1.222903037014e-50
"AT3G45443",7.33139862843933e-55,1.97073572852656,0.393,0.006,1.50608922024029e-50
"AT1G22510",7.61743786583368e-55,1.2473436035792,0.416,0.017,1.56485026077821e-50
"AT3G48090",7.95649924406325e-55,1.56497744435282,0.421,0.019,1.63450363970791e-50
"AT5G61590",8.1876463754981e-55,6.80258094428417,0.379,0,1.68198819491858e-50
"AT5G50740",8.34848886903833e-55,2.41460585464601,0.388,0.004,1.71503006836654e-50
"AT3G17880",9.22910432647248e-55,0.561111097047106,0.419,0.019,1.89593490178724e-50
"AT1G32400",9.67047869543959e-55,-1.04792453535904,0.723,0.156,1.98660643840416e-50
"AT3G23325",9.86292984793367e-55,1.25332380736933,0.401,0.011,2.02614167866101e-50
"AT1G12750",1.03214878324664e-54,6.09296752405726,0.381,0.002,2.12034324542358e-50
"AT4G00180",1.06881111214342e-54,6.78886835698284,0.378,0,2.19565866767624e-50
"AT4G28730",1.06881166026091e-54,6.38797608511219,0.378,0,2.19565979367399e-50
"AT4G01480",1.13259504404258e-54,0.888782820276615,0.424,0.021,2.32668999897667e-50
"AT1G75630",1.2118999206894e-54,-0.351301551678085,0.957,0.26,2.48960600707224e-50
"AT2G02800",1.34696052350955e-54,-0.381754979491336,0.498,0.055,2.76706100344566e-50
"AT5G11420",1.36723596373806e-54,1.5407550021494,0.41,0.015,2.80871284030709e-50
"AT4G29660",1.42411153180656e-54,1.03056022342734,0.424,0.021,2.92555231979021e-50
"AT1G75080",1.58633544022842e-54,2.31587432144228,0.401,0.011,3.25880889486125e-50
"AT1G76570",1.81948345742572e-54,1.00726634282113,0.405,0.013,3.73776486658965e-50
"AT3G15395",1.93626328365627e-54,1.43854333670627,0.403,0.013,3.97766566361508e-50
"AT4G35460",2.03354789261304e-54,0.62842125089933,0.409,0.015,4.17751743579497e-50
"AT2G40590",2.05991932648309e-54,2.64950049670091,0.4,0.011,4.2316922723942e-50
"AT3G11730",2.22794620979352e-54,0.878742333273834,0.426,0.023,4.57686989877882e-50
"AT1G02680",2.37392441477395e-54,6.41692603911254,0.376,0,4.87675292527012e-50
"AT3G54300",2.4616597019744e-54,0.60588219603951,0.439,0.03,5.05698752576602e-50
"AT4G38260",2.49928399464126e-54,0.781999337996151,0.416,0.019,5.13427911019154e-50
"ATCG00780",2.54944866182134e-54,-0.943704734704741,0.784,0.184,5.23733238597958e-50
"AT1G23400",2.60473073548763e-54,0.262807914746773,0.432,0.025,5.35089834991223e-50
"AT2G43630",2.66667356916684e-54,1.12561900304877,0.416,0.019,5.47814751313944e-50
"AT1G28120",2.76615060118513e-54,1.84208459428466,0.407,0.015,5.68250318001461e-50
"AT5G48020",2.81532374294071e-54,1.29834580346505,0.408,0.015,5.78351956512311e-50
"AT5G66250",3.25984186060507e-54,0.797592690726128,0.418,0.019,6.69669313424099e-50
"AT1G25550",3.41577002404869e-54,-0.824931960311046,0.796,0.19,7.01701636040323e-50
"AT1G05970",3.58543934122392e-54,3.01839118672527,0.38,0.002,7.36556803867631e-50
"AT4G22745",3.58544070048846e-54,4.4973457076347,0.38,0.002,7.36557083101345e-50
"AT5G53350",3.94215068940282e-54,-0.671734424651636,0.502,0.059,8.0983601612402e-50
"AT1G72340",4.51350891128573e-54,0.81634312499704,0.408,0.015,9.27210135645427e-50
"AT4G30390",4.63286248640075e-54,-1.06551423106231,0.618,0.112,9.51728940581306e-50
"AT5G01600",5.05727501921818e-54,0.969976019371804,0.748,0.211,1.03891600719799e-49
"AT5G51120",5.61533958612142e-54,0.789151768170726,0.416,0.019,1.15355921117692e-49
"AT3G11170",6.48723929498224e-54,-0.903726575512109,0.855,0.214,1.3326735683682e-49
