"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"AT2G14660",7.88207568784552e-15,-1.4460865390316,0.012,0.037,1.6192148085541e-10,"AT2G14660","Yes"
"AT3G10740",7.92005412926985e-15,-0.3754874342455,0.08,0.132,1.62701671977591e-10,"AT3G10740","No"
"AT2G17540",7.94404343504976e-15,-0.268980181696633,0.092,0.147,1.63194484286227e-10,"AT2G17540","No"
"AT5G54585",7.95285082256223e-15,-1.04228139270308,0.01,0.035,1.63375414447896e-10,"AT5G54585","Yes"
"AT3G13782",7.98322326361675e-15,1.98641123988847,0.029,0.007,1.63999355504479e-10,"AT3G13782","Yes"
"AT1G62850",8.02690289834756e-15,-0.125816014144313,0.216,0.299,1.64896666240754e-10,"AT1G62850","No"
"AT2G30560",8.13937030169689e-15,3.43936811934369,0.022,0.004,1.67207084107759e-10,"AT2G30560","Yes"
"AT2G26140",8.28434058573148e-15,1.05237216960295,0.267,0.218,1.70185208652682e-10,"AT2G26140","Yes"
"AT1G58225",8.35593685866281e-15,1.44184161431149,0.096,0.054,1.7165601088751e-10,"AT1G58225","Yes"
"AT2G47370",8.45222514508255e-15,-0.648583185806298,0.031,0.067,1.73634061155431e-10,"AT2G47370","Yes"
"AT5G14370",8.49238455586664e-15,-1.10167579150055,0.023,0.055,1.74459055931168e-10,"AT5G14370","Yes"
"AT3G01740",8.5526969782539e-15,0.725450484180066,0.587,0.599,1.7569805402427e-10,"AT3G01740","Yes"
"AT5G53440",8.64740962078193e-15,0.917562086926946,0.229,0.176,1.77643735839723e-10,"AT5G53440","Yes"
"AT1G63120",8.7608611307327e-15,-0.633115467287688,0.04,0.079,1.79974370208642e-10,"AT1G63120","Yes"
"AT1G19800",8.97411343312046e-15,-0.488961579810179,0.099,0.156,1.84355212256594e-10,"AT1G19800","No"
"AT5G14470",9.01982160071078e-15,-0.749514100658573,0.065,0.111,1.85294195143402e-10,"AT5G14470","Yes"
"AT1G71880",9.03760006225608e-15,-0.392204870971742,0.039,0.077,1.85659418078927e-10,"AT1G71880","No"
"AT1G19430",9.34667855978177e-15,-0.25869327840568,0.058,0.104,1.92008817653597e-10,"AT1G19430","No"
"AT5G51620",9.37949990527771e-15,0.655932498968353,0.55,0.554,1.9268306655412e-10,"AT5G51620","Yes"
"AT4G25810",9.43010534504066e-15,-0.673409002648667,0.226,0.297,1.9372265410317e-10,"AT4G25810","Yes"
"AT3G02340",9.45259686984275e-15,0.914873846206642,0.31,0.261,1.9418469749718e-10,"AT3G02340","Yes"
"AT3G50260",9.5657100748058e-15,0.227287941874796,0.847,0.892,1.96508382066736e-10,"AT3G50260","No"
"AT5G06610",9.62216939374424e-15,1.48324914624159,0.051,0.021,1.97668225855688e-10,"AT5G06610","Yes"
"AT3G48050",9.62674188501371e-15,0.698321946845323,0.39,0.345,1.97762158543837e-10,"AT3G48050","Yes"
"AT1G24040",9.63495418384515e-15,-0.335277287895835,0.096,0.152,1.97930863798731e-10,"AT1G24040","No"
"AT1G14130",1.00134363729936e-14,1.40585596849727,0.11,0.067,2.05706023410407e-10,"AT1G14130","Yes"
"AT4G37920",1.00176149102247e-14,-0.168105348587494,0.162,0.234,2.05791863100746e-10,"AT4G37920","No"
"AT5G51640",1.00349344824186e-14,1.55629777568941,0.111,0.068,2.06147659072326e-10,"AT5G51640","Yes"
"AT5G58375",1.00428242634292e-14,0.584417819211684,0.614,0.636,2.06309738843625e-10,"AT5G58375","Yes"
"AT2G37630",1.03571095124075e-14,-1.1080957622436,0.025,0.057,2.12766100713386e-10,"AT2G37630","Yes"
"AT3G53120",1.06843600182903e-14,0.652831617703396,0.527,0.515,2.19488807855737e-10,"AT3G53120","Yes"
"AT1G20200",1.07409197671882e-14,1.15391854554052,0.221,0.171,2.20650714777346e-10,"AT1G20200","Yes"
"AT2G30010",1.07426558721057e-14,-0.262220016970123,0.046,0.088,2.20686379580668e-10,"AT2G30010","No"
"AT4G31390",1.09096650734076e-14,-0.247578610677413,0.08,0.133,2.24117249603012e-10,"AT4G31390","No"
"AT4G17695",1.12114159033824e-14,2.32058558676288,0.027,0.007,2.30316116903184e-10,"AT4G17695","Yes"
"AT5G50230",1.15180123211435e-14,1.02276308272682,0.228,0.177,2.36614527113251e-10,"AT5G50230","Yes"
"AT3G52870",1.16829498861563e-14,0.810147035478545,0.514,0.494,2.40002839511308e-10,"AT3G52870","Yes"
"AT5G01390",1.18478558710889e-14,-0.437293098420029,0.079,0.131,2.4339050315978e-10,"AT5G01390","No"
"AT2G37025",1.19482356780753e-14,-1.05346251406974,0.021,0.05,2.454526055347e-10,"AT2G37025","Yes"
"AT5G55290",1.21002339168224e-14,0.55648447126469,0.651,0.687,2.48575105353283e-10,"AT5G55290","Yes"
"AT1G54217",1.21171443206697e-14,-0.452271002399677,0.059,0.105,2.48922495779519e-10,"AT1G54217","No"
"AT4G23810",1.21883065280799e-14,-0.241354275481471,0.161,0.229,2.50384381006345e-10,"AT4G23810","No"
"AT4G35550",1.22401812512817e-14,-0.220262612006121,0.163,0.235,2.51450043445081e-10,"AT4G35550","No"
"AT2G28510",1.23564797446014e-14,1.71643726832958,0.052,0.022,2.53839163393347e-10,"AT2G28510","Yes"
"AT3G12140",1.24303993515597e-14,0.899754463777851,0.29,0.24,2.5535769387909e-10,"AT3G12140","Yes"
"AT1G22450",1.26268735138589e-14,0.719170195135052,0.473,0.459,2.59393862595202e-10,"AT1G22450","Yes"
"AT1G10220",1.26492624523853e-14,3.93002725715497,0.019,0.002,2.59853798559352e-10,"AT1G10220","Yes"
"AT3G03180",1.27518736012971e-14,-0.789454464234299,0.041,0.079,2.61961739391447e-10,"AT3G03180","Yes"
"AT1G30250",1.27678799604521e-14,-1.2166014030725,0.03,0.064,2.62290558027567e-10,"AT1G30250","Yes"
"AT5G64170",1.30505368396903e-14,1.49444968173022,0.084,0.045,2.68097178297758e-10,"AT5G64170","Yes"
"AT1G13650",1.33265899797886e-14,-0.902327514411801,0.036,0.073,2.73768137954797e-10,"AT1G13650","Yes"
"AT3G19340",1.3328496525852e-14,-0.135504921304179,0.187,0.264,2.73807304130578e-10,"AT3G19340","No"
"AT1G65900",1.3718624916793e-14,-1.75083262261462,0.013,0.038,2.81821711665679e-10,"AT1G65900","Yes"
"AT1G31300",1.40665112997687e-14,-0.320183831834133,0.115,0.176,2.88968341631148e-10,"AT1G31300","No"
"AT1G17110",1.41394545115823e-14,-0.26527961944533,0.084,0.137,2.90466814031434e-10,"AT1G17110","No"
"AT1G61640",1.42059881451471e-14,1.44261019458516,0.084,0.045,2.91833614465757e-10,"AT1G61640","Yes"
"AT2G25100",1.42098245803805e-14,-0.902638553472325,0.038,0.076,2.91912426354757e-10,"AT2G25100","Yes"
"AT3G28715",1.43045577700778e-14,0.729963813646937,0.472,0.457,2.93858530270709e-10,"AT3G28715","Yes"
"AT3G25780",1.46307464849814e-14,0.25558547036358,0.877,0.893,3.00559425040974e-10,"AT3G25780","No"
"AT5G18520",1.46519088219929e-14,1.27061064198695,0.21,0.159,3.00994162930201e-10,"AT5G18520","Yes"
"AT3G59800",1.46687254127546e-14,1.16353776969199,0.194,0.144,3.01339626154218e-10,"AT3G59800","Yes"
"AT3G05810",1.48860582949763e-14,1.23909596287016,0.246,0.2,3.05804295553698e-10,"AT3G05810","Yes"
"FMO GS-OX4",1.5301097520249e-14,1.16450384223047,0.062,0.028,3.14330446358475e-10,"FMO GS-OX4","Yes"
"AT3G12400",1.53350984553628e-14,0.551361026985649,0.536,0.523,3.15028927568517e-10,"AT3G12400","Yes"
"AT3G51580",1.54866326589218e-14,1.23884152850637,0.142,0.096,3.1814189471223e-10,"AT3G51580","Yes"
"AT5G24420",1.56880497436462e-14,0.990560191966193,0.084,0.045,3.22279605883724e-10,"AT5G24420","Yes"
"AT3G25500",1.58195085983498e-14,-1.64642492264128,0.004,0.023,3.249801651359e-10,"AT3G25500","Yes"
"AT2G29660",1.59919452658321e-14,1.56974241287383,0.052,0.022,3.28522531595989e-10,"AT2G29660","Yes"
"AT3G22620",1.60123945705006e-14,2.05350709938173,0.025,0.005,3.28942621661793e-10,"AT3G22620","Yes"
"AT5G42460",1.61438643540998e-14,1.43489585332837,0.054,0.023,3.31643405426272e-10,"AT5G42460","Yes"
"AT3G56830",1.62244496588559e-14,-1.15114377481261,0.021,0.051,3.33298869341877e-10,"AT3G56830","Yes"
"AT3G11080",1.69610707222643e-14,4.35908112627419,0.018,0.002,3.48431275847475e-10,"AT3G11080","Yes"
"AT2G36430",1.69694649116172e-14,-0.248869244241087,0.081,0.133,3.48603717679353e-10,"AT2G36430","No"
"AT1G61570",1.73536744995304e-14,0.659129855255624,0.464,0.43,3.56496535243853e-10,"AT1G61570","Yes"
"AT1G55152",1.76533400979164e-14,-0.24982359128679,0.091,0.146,3.62652565631497e-10,"AT1G55152","No"
"AT5G58970",1.77800422766273e-14,-0.819212452189356,0.026,0.059,3.65255408488755e-10,"AT5G58970","Yes"
"AT1G62630",1.80004154895727e-14,-0.926169870689724,0.027,0.06,3.69782535402292e-10,"AT1G62630","Yes"
"AT1G53450",1.82560804970842e-14,-0.859734515457475,0.026,0.059,3.75034661651601e-10,"AT1G53450","Yes"
"AT2G36000",1.8260323050689e-14,-0.210983647436388,0.092,0.147,3.75121816430305e-10,"AT2G36000","No"
"AT3G26690",1.85263823717081e-14,1.20339930879073,0.101,0.059,3.80587473062e-10,"AT3G26690","Yes"
"AT5G03970",1.85418185463972e-14,1.20709767496005,0.14,0.092,3.80904578398638e-10,"AT5G03970","Yes"
"AT1G16445",1.8743426468639e-14,-0.569704451366366,0.06,0.105,3.8504620994525e-10,"AT1G16445","Yes"
"AT3G60850",1.94336699233934e-14,1.48207394252452,0.107,0.064,3.9922588123627e-10,"AT3G60850","Yes"
"AT1G67440",1.96897648923021e-14,-0.694947713269823,0.046,0.086,4.04486840182562e-10,"AT1G67440","Yes"
"AT1G06137",1.97002642965267e-14,2.08724540576279,0.031,0.009,4.04702529443548e-10,"AT1G06137","Yes"
"AT4G21770",1.97355031955033e-14,-0.836880303802101,0.037,0.074,4.05426442145224e-10,"AT4G21770","Yes"
"AT3G55040",1.97434492955628e-14,-0.157711623970273,0.119,0.18,4.05589678878747e-10,"AT3G55040","No"
"AT5G64120",1.98954105133228e-14,-0.61335755373216,0.062,0.107,4.08711418175191e-10,"AT5G64120","Yes"
"AT5G67160",2.07206248993153e-14,2.69880719852232,0.018,0.002,4.25663797306634e-10,"AT5G67160","Yes"
"AT5G40890",2.13640460539172e-14,-0.12117163122902,0.137,0.204,4.3888159808562e-10,"AT5G40890","No"
"AT5G26770",2.14906988407955e-14,-0.157666082894699,0.27,0.357,4.41483426286462e-10,"AT5G26770","No"
"AT3G44280",2.21501674341922e-14,0.961622557989527,0.313,0.273,4.5503088960061e-10,"AT3G44280","Yes"
"AT4G00905",2.23311759816188e-14,-1.70629803616122,0.011,0.034,4.58749348190394e-10,"AT4G00905","Yes"
"AT5G48910",2.25647052942919e-14,-1.09925768334623,0.023,0.053,4.63546740860638e-10,"AT5G48910","Yes"
"AT1G49670",2.2566974175148e-14,-0.23342940923063,0.083,0.135,4.63593350480065e-10,"AT1G49670","No"
"AT5G53500",2.32687126257299e-14,-0.761757808080516,0.034,0.07,4.78009163470369e-10,"AT5G53500","Yes"
"AT3G19640",2.33098287601352e-14,0.916665616872456,0.271,0.224,4.78853812219458e-10,"AT3G19640","Yes"
"AT2G28230",2.35196398193201e-14,-0.266604667182143,0.096,0.153,4.83163960808292e-10,"AT2G28230","No"
"AT3G12480",2.38678982598554e-14,0.580774905365023,0.455,0.426,4.9031823395221e-10,"AT3G12480","Yes"
"AT4G23630",2.41934191449608e-14,0.395340887713621,0.667,0.673,4.97005409494931e-10,"AT4G23630","No"
"AT5G44785",2.44217078797953e-14,-0.569831330440068,0.072,0.121,5.01695144974635e-10,"AT5G44785","Yes"
"AT5G27540",2.4609079789336e-14,1.2264796866872,0.208,0.158,5.0554432611233e-10,"AT5G27540","Yes"
"AT3G11840",2.46802345445298e-14,0.85905928718368,0.179,0.126,5.07006058248276e-10,"AT3G11840","Yes"
"AT1G64380",2.49292367986533e-14,-0.367296965714715,0.326,0.411,5.12121311554734e-10,"AT1G64380","No"
"AT1G04590",2.49709018221882e-14,-0.151533349418713,0.125,0.189,5.12977236133213e-10,"AT1G04590","No"
"AT3G59650",2.50729017776345e-14,-0.461480610054826,0.09,0.144,5.15072621217945e-10,"AT3G59650","No"
"AT3G54020",2.53223694718065e-14,-0.271543687959622,0.29,0.376,5.2019743605932e-10,"AT3G54020","No"
"AT2G29320",2.53377465174549e-14,-0.914689497358466,0.046,0.086,5.20513326708076e-10,"AT2G29320","Yes"
"AT1G09010",2.57825923482712e-14,-0.292822704390573,0.128,0.191,5.29651794610535e-10,"AT1G09010","No"
"AT1G58150",2.58965299297052e-14,-1.28893622962149,0.011,0.034,5.31992414345933e-10,"AT1G58150","Yes"
"AT5G13360",2.60494855707436e-14,-1.64874603141281,0.011,0.035,5.35134582079786e-10,"AT5G13360","Yes"
"AT1G76470",2.61280320174177e-14,6.05794170628269,0.013,0,5.36748161733812e-10,"AT1G76470","Yes"
"AT1G04810",2.67794834308398e-14,1.13346506327822,0.173,0.123,5.50130928119742e-10,"AT1G04810","Yes"
"AT5G61570",2.72674026645971e-14,1.91266308052824,0.057,0.026,5.60154252938817e-10,"AT5G61570","Yes"
"AT1G23220",2.80279407353708e-14,-0.126134930584742,0.212,0.296,5.75777986526722e-10,"AT1G23220","No"
"AT5G05360",2.80359343221549e-14,0.686382894530821,0.501,0.499,5.75942198780028e-10,"AT5G05360","Yes"
"AT3G43670",2.81835233085197e-14,-0.168857700946325,0.095,0.151,5.78974119326921e-10,"AT3G43670","No"
"AT4G12980",2.83194916858362e-14,-0.844688068077355,0.019,0.047,5.81767317702133e-10,"AT4G12980","Yes"
"AT5G04480",2.83716626687126e-14,-1.41724301161112,0.012,0.036,5.82839066203363e-10,"AT5G04480","Yes"
"AT5G62580",2.84810082224706e-14,1.32159144975906,0.12,0.075,5.85085351914213e-10,"AT5G62580","Yes"
"AT4G11680",2.85875008966744e-14,-0.597959397986087,0.05,0.092,5.87273030920383e-10,"AT4G11680","Yes"
"AT4G30750",2.87826301835734e-14,1.01608202654183,0.275,0.229,5.91281571861148e-10,"AT4G30750","Yes"
"AT2G15910",2.91376748058521e-14,0.66718062038299,0.461,0.442,5.98575253536619e-10,"AT2G15910","Yes"
"AT5G26622",2.95191307913217e-14,-0.560720460483752,0.046,0.086,6.06411503846122e-10,"AT5G26622","Yes"
"AT3G20350",2.98093237822159e-14,-1.03614585350084,0.014,0.039,6.12372938458062e-10,"AT3G20350","Yes"
"AT1G61620",2.98241536088864e-14,0.731180354013167,0.494,0.49,6.12677587587354e-10,"AT1G61620","Yes"
"AT1G60790",3.01027886397327e-14,-0.702116740314714,0.035,0.071,6.18401587026029e-10,"AT1G60790","Yes"
"AT1G68920",3.02070809572952e-14,-1.02700162851554,0.015,0.041,6.20544064105715e-10,"AT1G68920","Yes"
"AT5G38120",3.08232878931722e-14,-2.66875477956864,0.003,0.02,6.33202803189436e-10,"AT5G38120","Yes"
"AT2G04890",3.08687290584558e-14,-0.366219104770075,0.078,0.129,6.34136301047858e-10,"AT2G04890","No"
"AT2G02370",3.26376582427689e-14,1.08323735854318,0.117,0.072,6.70475413281202e-10,"AT2G02370","Yes"
"AT2G22660",3.31460430697729e-14,-0.119448626579111,0.232,0.313,6.80919162782344e-10,"AT2G22660","No"
"AT1G35516",3.3599267552197e-14,1.04329251164204,0.294,0.248,6.90229753324783e-10,"AT1G35516","Yes"
"AT3G56290",3.37101567996649e-14,1.20174307080144,0.258,0.213,6.92507751135516e-10,"AT3G56290","Yes"
"AT5G09420",3.46334032526202e-14,2.4806257083449,0.037,0.012,7.11474003018576e-10,"AT5G09420","Yes"
"AT5G47740",3.47363308063579e-14,2.71760114630292,0.021,0.003,7.1358844375501e-10,"AT5G47740","Yes"
"AT4G04570",3.49773424931158e-14,-0.308866465415205,0.084,0.136,7.18539546836079e-10,"AT4G04570","No"
"AT2G35965",3.52036642022424e-14,1.58422862958731,0.048,0.019,7.23188873706665e-10,"AT2G35965","Yes"
"AT1G63780",3.60176188570595e-14,1.62638999242265,0.088,0.05,7.39909944180572e-10,"AT1G63780","Yes"
"AT4G35020",3.60559845644498e-14,0.861904356854979,0.332,0.29,7.40698090907492e-10,"AT4G35020","Yes"
"AT5G42940",3.60643470519073e-14,0.819954995695173,0.339,0.291,7.40869881487331e-10,"AT5G42940","Yes"
"AT2G33735",3.66564614383233e-14,-1.26979723796104,0.023,0.054,7.53033687327476e-10,"AT2G33735","Yes"
"AT3G13720",3.76511111975771e-14,1.14293877412282,0.223,0.174,7.73466777331827e-10,"AT3G13720","Yes"
"AT2G21390",3.87150035775662e-14,1.35349280624737,0.155,0.107,7.95322318493942e-10,"AT2G21390","Yes"
"AT5G28740",3.88966504867143e-14,1.14972447339519,0.172,0.122,7.99053890948572e-10,"AT5G28740","Yes"
"AT4G38800",4.02244410542176e-14,0.509998442429676,0.671,0.72,8.26330692576792e-10,"AT4G38800","Yes"
"AT4G32285",4.03759236522626e-14,1.14289507937272,0.199,0.148,8.29442599588432e-10,"AT4G32285","Yes"
"AT3G17350",4.09805808258157e-14,-1.06433526977721,0.026,0.058,8.41864071904731e-10,"AT3G17350","Yes"
"AT5G63060",4.20130098834531e-14,-0.795595328032991,0.041,0.078,8.63073262035777e-10,"AT5G63060","Yes"
"AT5G06770",4.21911174510393e-14,-0.514706456409747,0.044,0.084,8.667321257967e-10,"AT5G06770","Yes"
"AT2G46320",4.30987295349883e-14,1.06292501939606,0.202,0.151,8.85377200837264e-10,"AT2G46320","Yes"
"AT2G28140",4.33625528193237e-14,-1.55306490065643,0.009,0.031,8.90796922567367e-10,"AT2G28140","Yes"
"AT4G24350",4.49129111186166e-14,0.106989287121953,0.175,0.251,9.22645933109741e-10,"AT4G24350","No"
"AT1G60140",4.50776089202355e-14,1.05402692403755,0.245,0.195,9.26029320048398e-10,"AT1G60140","Yes"
"AT3G05120",4.53957285866036e-14,-0.507049957226805,0.035,0.072,9.32564452354597e-10,"AT3G05120","Yes"
"AT5G57580",4.58203061263809e-14,0.878242834410127,0.315,0.27,9.41286548754243e-10,"AT5G57580","Yes"
"AT3G21870",4.58444735689464e-14,-0.905930954902923,0.03,0.063,9.41783020526866e-10,"AT3G21870","Yes"
"AT4G12690",4.63236511634938e-14,-1.1638684936936,0.019,0.047,9.51626765851653e-10,"AT4G12690","Yes"
"AT1G80790",4.65982429175365e-14,-0.339424911607796,0.131,0.194,9.57267704254952e-10,"AT1G80790","No"
"AT5G18800",4.6640471090606e-14,0.488980915313795,0.675,0.715,9.58135197614319e-10,"AT5G18800","No"
"AT2G39970",4.69618478832501e-14,0.902305681676643,0.326,0.287,9.64737241065607e-10,"AT2G39970","Yes"
"AT1G28680",4.72915930763178e-14,1.86434555259542,0.077,0.041,9.71511196566796e-10,"AT1G28680","Yes"
"AT2G43180",4.91147385748651e-14,-0.356065483991461,0.101,0.158,1.00896407454345e-09,"AT2G43180","No"
"AT1G30570",4.94542234070387e-14,-0.906943951660518,0.009,0.032,1.0159381114508e-09,"AT1G30570","Yes"
"AT5G25980",4.96533382696563e-14,0.990556689266727,0.058,0.027,1.02002852807355e-09,"AT5G25980","Yes"
"AT5G50380",4.99887889563891e-14,0.861249643615051,0.273,0.219,1.0269196915311e-09,"AT5G50380","Yes"
"AT3G21110",5.04518151499355e-14,-0.651264962957526,0.056,0.099,1.03643163862513e-09,"AT3G21110","Yes"
"AT5G63780",5.05023374780833e-14,-1.19916476317608,0.02,0.049,1.03746951881227e-09,"AT5G63780","Yes"
"AT5G15170",5.07258975259944e-14,-1.0850706695276,0.022,0.053,1.0420621128765e-09,"AT5G15170","Yes"
"AT2G42360",5.10636906380232e-14,1.10991779585029,0.114,0.07,1.04900139677691e-09,"AT2G42360","Yes"
"AT5G02080",5.13081667853508e-14,-1.46015485570067,0.009,0.032,1.05402367027146e-09,"AT5G02080","Yes"
"AT1G32150",5.30502873294483e-14,-0.238687623968259,0.116,0.177,1.08981205260886e-09,"AT1G32150","No"
"AT3G55350",5.32435881342638e-14,-1.10201873841481,0.02,0.049,1.09378303104218e-09,"AT3G55350","Yes"
"AT4G14510",5.35079570107692e-14,-0.629729961068251,0.025,0.056,1.09921396087223e-09,"AT4G14510","Yes"
"AT3G25840",5.38379968262219e-14,1.13121749261244,0.273,0.225,1.10599396880108e-09,"AT3G25840","Yes"
"AT1G66140",5.42317143114104e-14,-1.42768266830505,0.012,0.036,1.1140821070993e-09,"AT1G66140","Yes"
"AT2G45910",5.42744108115939e-14,1.33247345440333,0.159,0.111,1.11495922130257e-09,"AT2G45910","Yes"
"AT2G04550",5.47681771877755e-14,1.04783810392745,0.278,0.233,1.12510266396847e-09,"AT2G04550","Yes"
"AT2G17530",5.52407367272522e-14,1.04728543814481,0.158,0.11,1.13481045458794e-09,"AT2G17530","Yes"
"AT4G17410",5.563374902156e-14,0.740857107800825,0.354,0.311,1.14288410614991e-09,"AT4G17410","Yes"
"AT4G23930",5.72050983761055e-14,-1.32818886042961,0.014,0.04,1.17516433594033e-09,"AT4G23930","Yes"
"AT2G45250",5.82094653266356e-14,-0.249786204625555,0.253,0.338,1.19579704620507e-09,"AT2G45250","No"
"AT3G54250",5.94760214334997e-14,-0.579117241690618,0.023,0.054,1.22181590830839e-09,"AT3G54250","Yes"
"AT5G53570",5.96087579157418e-14,-0.174122391274638,0.214,0.294,1.22454271386308e-09,"AT5G53570","No"
"AT2G01190",6.00970199197875e-14,1.81342448815011,0.077,0.041,1.23457308021219e-09,"AT2G01190","Yes"
"AT1G18500",6.05248130945608e-14,-0.193020577992951,0.181,0.256,1.24336123540156e-09,"AT1G18500","No"
"AT1G08510",6.0650544269859e-14,1.01875695520826,0.359,0.327,1.24594413093571e-09,"AT1G08510","Yes"
"AT5G45650",6.15962878034226e-14,-0.560200125077856,0.024,0.055,1.26537254034571e-09,"AT5G45650","Yes"
"AT1G17730",6.2461552350645e-14,0.711511583788222,0.487,0.469,1.2831476699393e-09,"AT1G17730","Yes"
"AT1G49400",6.26477874237056e-14,-0.176573931000379,0.125,0.189,1.28697349704518e-09,"AT1G49400","No"
"AT4G14520",6.40587284557262e-14,-0.295165996147199,0.096,0.151,1.31595845866598e-09,"AT4G14520","No"
"AT4G18197",6.54056457772368e-14,-1.43867829886579,0.009,0.032,1.34362818120178e-09,"AT4G18197","Yes"
"AT5G54180",6.76808427417655e-14,-0.760381763275369,0.049,0.089,1.39036755244409e-09,"AT5G54180","Yes"
"AT1G27340",6.80886818641583e-14,-0.540382193355632,0.048,0.088,1.3987457915354e-09,"AT1G27340","Yes"
"AT1G06110",6.83736249707138e-14,0.895351440775245,0.351,0.319,1.40459937777337e-09,"AT1G06110","Yes"
"AT1G21450",6.85374337500566e-14,0.480912693414663,0.493,0.458,1.40796450152741e-09,"AT1G21450","No"
"AT5G43010",7.00271616071782e-14,0.858916789165917,0.317,0.276,1.43856798089626e-09,"AT5G43010","Yes"
"AT2G45720",7.06216391221042e-14,-1.66947620345926,0.011,0.034,1.45078033248539e-09,"AT2G45720","Yes"
"AT2G24830",7.21560101605346e-14,1.01770232189751,0.182,0.133,1.48230091672786e-09,"AT2G24830","Yes"
"AT2G21340",7.2208913802416e-14,-0.102550815947418,0.201,0.28,1.48338771624303e-09,"AT2G21340","No"
"AT4G23450",7.26359077497486e-14,1.31395931654997,0.071,0.036,1.49215945290308e-09,"AT4G23450","Yes"
"AT1G54050",7.26846492537341e-14,1.70254398779376,0.089,0.051,1.49316074961946e-09,"AT1G54050","Yes"
"AT1G02440",7.2737239960829e-14,3.9869076373067,0.016,0.001,1.49424112051531e-09,"AT1G02440","Yes"
"AT1G78100",7.29971381417174e-14,-0.192384023368061,0.209,0.285,1.4995802088453e-09,"AT1G78100","No"
"AT4G24175",7.3777795491942e-14,-0.883684899426656,0.039,0.076,1.51561725279096e-09,"AT4G24175","Yes"
